word,phones,n_phonemes,n_sibilants,sibilant_density,log_freq
peroxide,P ER AA K S AY D,7,1,0.14285714285714285,1.7481880270062005
persist,P ER S IH S T,6,2,0.3333333333333333,1.792391689498254
persona,P ER S OW N AH,6,1,0.16666666666666666,1.8864907251724818
personnel,P ER S AH N EH L,7,1,0.14285714285714285,2.9222062774390163
petition,P AH T IH SH AH N,7,1,0.14285714285714285,2.3344537511509307
petrol,P EH T R OW L,6,0,0.0,1.9084850188786497
pew,P Y UW,3,0,0.0,1.7323937598229686
pharmaceutical,F AA R M AH S UW T IH K AH L,12,1,0.08333333333333333,2.0211892990699383
pharmacy,F AA R M AH S IY,7,1,0.14285714285714285,2.24551266781415
phase,F EY Z,3,1,0.3333333333333333,2.7993405494535817
pheasant,F EH Z AH N T,6,1,0.16666666666666666,1.6232492903979006
philosophy,F AH L AA S AH F IY,8,1,0.125,2.6263403673750423
phosphate,F AA S F EY T,6,1,0.16666666666666666,1.3617278360175928
photon,F OW T AA N,5,0,0.0,1.4471580313422192
phrase,F R EY Z,4,1,0.25,2.667452952889954
physician,F AH Z IH SH AH N,7,2,0.2857142857142857,2.496929648073215
pi,P AY,2,0,0.0,2.27415784926368
piccolo,P IH K AH L OW,6,0,0.0,1.8195439355418688
pickup,P IH K AH P,5,0,0.0,2.591064607026499
piece,P IY S,3,1,0.3333333333333333,3.8027737252919755
piety,P AY AH T IY,5,0,0.0,1.4771212547196624
pig,P IH G,3,0,0.0,3.3003780648707024
piggy,P IH G IY,4,0,0.0,2.3541084391474008
piggyback,P IH G IY B AE K,7,0,0.0,1.7481880270062005
pike,P AY K,3,0,0.0,2.3710678622717363
pile,P AY L,3,0,0.0,2.828015064223977
pilgrim,P IH L G R AH M,7,0,0.0,2.2764618041732443
pilgrimage,P IH L G R AH M AH JH,9,1,0.1111111111111111,1.7708520116421442
pillar,P IH L ER,4,0,0.0,1.9138138523837167
pin,P IH N,3,0,0.0,2.9222062774390163
pinnacle,P IH N AH K AH L,7,0,0.0,1.3617278360175928
pinpoint,P IH N P OY N T,7,0,0.0,1.968482948553935
pipe,P AY P,3,0,0.0,2.99563519459755
pipeline,P AY P L AY N,6,0,0.0,2.060697840353612
piping,P AY P IH NG,5,0,0.0,1.568201724066995
pithy,P IH TH IY,4,0,0.0,1.3222192947339193
pituitary,P AH T UW AH T EH R IY,9,0,0.0,1.5185139398778875
pivot,P IH V AH T,5,0,0.0,1.380211241711606
pivotal,P IH V AH T AH L,7,0,0.0,1.6532125137753437
placebo,P L AH S IY B OW,7,1,0.14285714285714285,1.5797835966168101
placement,P L EY S M AH N T,8,1,0.125,1.99563519459755
placenta,P L AH S EH N T AH,8,1,0.125,1.3979400086720377
placid,P L AE S AH D,6,1,0.16666666666666666,1.4771212547196624
plain,P L EY N,4,0,0.0,3.04688519083771
plainclothes,P L EY N K L OW Z,8,1,0.125,1.462397997898956
plank,P L AE NG K,5,0,0.0,2.0211892990699383
plankton,P L AE NG K T AH N,8,0,0.0,1.9084850188786497
plantation,P L AE N T EY SH AH N,9,1,0.1111111111111111,2.2329961103921536
plaster,P L AE S T ER,6,1,0.16666666666666666,2.130333768495006
plate,P L EY T,4,0,0.0,3.116939646550756
platform,P L AE T F AO R M,8,0,0.0,2.496929648073215
plating,P L EY T IH NG,6,0,0.0,1.3617278360175928
platonic,P L AH T AA N IH K,8,0,0.0,1.7993405494535817
platoon,P L AH T UW N,6,0,0.0,2.56702636615906
platter,P L AE T ER,5,0,0.0,2.1760912590556813
plausible,P L AO Z AH B AH L,8,1,0.125,1.9242792860618816
playa,P L AY AH,4,0,0.0,1.3617278360175928
pledge,P L EH JH,4,1,0.25,2.546542663478131
plop,P L AA P,4,0,0.0,1.6434526764861874
plow,P L AW,3,0,0.0,1.9867717342662448
plumber,P L AH M ER,5,0,0.0,2.361727836017593
plume,P L UW M,4,0,0.0,1.3979400086720377
plump,P L AH M P,5,0,0.0,1.8808135922807914
plural,P L UH R AH L,6,0,0.0,1.6989700043360187
plywood,P L AY W UH D,6,0,0.0,1.380211241711606
pneumatic,N UW M AE T IH K,7,0,0.0,1.3617278360175928
pod,P AA D,3,0,0.0,2.611723308007342
podium,P OW D IY AH M,6,0,0.0,1.8195439355418688
pogo,P OW G OW,4,0,0.0,1.505149978319906
poignant,P OY N Y AH N T,7,0,0.0,1.4313637641589874
point,P OY N T,4,0,0.0,4.081491328525699
pointer,P OY N T ER,5,0,0.0,1.7481880270062005
poise,P OY Z,3,1,0.3333333333333333,1.7558748556724915
polar,P OW L ER,4,0,0.0,2.1335389083702174
policewoman,P AH L IY S W UH M AH N,10,1,0.1,1.380211241711606
polka,P OW L K AH,5,0,0.0,2.0969100130080562
poll,P OW L,3,0,0.0,2.1072099696478683
polling,P OW L IH NG,5,0,0.0,1.3222192947339193
polo,P OW L OW,4,0,0.0,2.2528530309798933
polymer,P AA L AH M ER,6,0,0.0,1.5185139398778875
pomp,P AA M P,4,0,0.0,1.3222192947339193
poncho,P AA N CH OW,5,1,0.2,1.6532125137753437
pong,P AO NG,3,0,0.0,1.919078092376074
pope,P OW P,3,0,0.0,2.737987326333431
popper,P AA P ER,4,0,0.0,1.3222192947339193
population,P AA P Y AH L EY SH AH N,10,1,0.1,2.667452952889954
pore,P AO R,3,0,0.0,1.3979400086720377
pork,P AO R K,4,0,0.0,2.7307822756663893
porridge,P AO R AH JH,5,1,0.2,1.6334684555795864
portal,P AO R T AH L,6,0,0.0,2.3483048630481607
portion,P AO R SH AH N,6,1,0.16666666666666666,2.346352974450639
portray,P AO R T R EY,6,0,0.0,1.6434526764861874
positioning,P AH Z IH SH AH N IH NG,9,2,0.2222222222222222,1.6434526764861874
posse,P AA S IY,4,1,0.25,2.346352974450639
possess,P AH Z EH S,5,2,0.4,2.44870631990508
possession,P AH Z EH SH AH N,7,2,0.2857142857142857,2.833147111912785
post,P OW S T,4,1,0.25,3.2187979981117376
postage,P OW S T AH JH,6,2,0.3333333333333333,1.6901960800285136
postal,P OW S T AH L,6,1,0.16666666666666666,1.9867717342662448
poster,P OW S T ER,5,1,0.2,2.48572142648158
posterior,P AO S T IH R IY EH R,9,1,0.1111111111111111,1.505149978319906
posture,P AA S CH ER,5,2,0.4,1.9493900066449128
potpourri,P OW P UH R IY,6,0,0.0,1.3979400086720377
pouch,P AW CH,3,1,0.3333333333333333,1.9444826721501687
pound,P AW N D,4,0,0.0,2.8506462351830666
pour,P AO R,3,0,0.0,2.887617300335736
powder,P AW D ER,4,0,0.0,2.9132839017604186
powdered,P AW D ER D,5,0,0.0,2.03342375548695
pragmatic,P R AE G M AE T IH K,9,0,0.0,1.4913616938342726
prairie,P R EH R IY,5,0,0.0,2.1583624920952498
prawn,P R AO N,4,0,0.0,1.4313637641589874
precarious,P R IY K EH R IY AH S,9,1,0.1111111111111111,1.3222192947339193
precaution,P R IY K AO SH AH N,8,1,0.125,2.2430380486862944
precedence,P R EH S AH D AH N S,9,2,0.2222222222222222,1.4471580313422192
precedent,P R EH S IH D AH N T,9,1,0.1111111111111111,2.1072099696478683
precinct,P R IY S IH NG K T,8,1,0.125,2.574031267727719
precipice,P R EH S AH P AH S,8,2,0.25,1.414973347970818
predecessor,P R EH D AH S EH S ER,9,2,0.2222222222222222,1.6812412373755872
predictable,P R IH D IH K T AH B AH L,11,0,0.0,2.1903316981702914
preferential,P R EH F ER EH N CH AH L,10,1,0.1,1.3222192947339193
prefix,P R IY F IH K S,7,1,0.14285714285714285,1.3424226808222062
prelim,P R IH L IH M,6,0,0.0,1.4913616938342726
preliminary,P R IH L IH M AH N EH R IY,11,0,0.0,2.3891660843645326
premise,P R EH M IH S,6,1,0.16666666666666666,1.792391689498254
premises,P R EH M AH S AH Z,8,2,0.25,2.4149733479708178
prep,P R EH P,4,0,0.0,2.586587304671755
prepare,P R IY P EH R,6,0,0.0,3.2335037603411343
preppy,P R EH P IY,5,0,0.0,1.6020599913279623
prescribe,P R AH S K R AY B,8,1,0.125,1.8750612633917
prescription,P R AH S K R IH P SH AH N,11,2,0.18181818181818182,2.576341350205793
preserve,P R AH Z ER V,6,1,0.16666666666666666,2.459392487759231
president,P R EH Z AH D EH N T,9,1,0.1111111111111111,3.85582190540603
presidential,P R EH Z AH D EH N CH AH L,11,2,0.18181818181818182,2.456366033129043
press,P R EH S,4,1,0.25,3.4872798164430687
pretend,P R IY T EH N D,7,0,0.0,3.313234291694724
pretext,P R IY T EH K S T,8,1,0.125,1.8195439355418688
prevailing,P R IH V EY L IH NG,8,0,0.0,1.462397997898956
prevent,P R IH V EH N T,7,0,0.0,2.824125833916549
previous,P R IY V IY AH S,7,1,0.14285714285714285,2.6857417386022635
price,P R AY S,4,1,0.25,3.4350476413399647
priest,P R IY S T,5,1,0.2,3.1261314072619846
priestess,P R IY S T AH S,7,2,0.2857142857142857,1.806179973983887
priesthood,P R IY S T HH UH D,8,1,0.125,1.6020599913279623
prima,P R IY M AH,5,0,0.0,1.9731278535996986
primary,P R AY M EH R IY,7,0,0.0,2.6483600109809315
primrose,P R IH M R OW Z,7,1,0.14285714285714285,1.3222192947339193
principal,P R IH N S AH P AH L,9,1,0.1111111111111111,2.846337112129805
principle,P R IH N S AH P AH L,9,1,0.1111111111111111,2.597695185925512
principles,P R IH N S AH P AH L Z,10,2,0.2,2.4871383754771865
printing,P R IH N T IH NG,7,0,0.0,2.2624510897304293
printout,P R IH N T AW T,7,0,0.0,1.5563025007672873
private,P R AY V AH T,6,0,0.0,3.588271706842329
probability,P R AA B AH B IH L AH T IY,11,0,0.0,2.060697840353612
probable,P R AA B AH B AH L,8,0,0.0,2.225309281725863
procedural,P R AH S IY JH ER AH L,9,2,0.2222222222222222,1.4471580313422192
procession,P R AH S EH SH AH N,8,2,0.25,1.8195439355418688
processor,P R AA S EH S ER,7,2,0.2857142857142857,1.6720978579357175
procure,P R OW K Y UH R,7,0,0.0,1.3979400086720377
prod,P R AA D,4,0,0.0,1.5563025007672873
prodigious,P R AH D IH JH AH S,8,2,0.25,1.380211241711606
product,P R AA D AH K T,7,0,0.0,2.8767949762007006
program,P R OW G R AE M,7,0,0.0,3.337459261290656
programmer,P R OW G R AE M ER,8,0,0.0,1.7558748556724915
programming,P R OW G R AE M IH NG,9,0,0.0,2.2068258760318495
projecting,P R AH JH EH K T IH NG,9,1,0.1111111111111111,1.7993405494535817
projection,P R AH JH EH K SH AH N,9,2,0.2222222222222222,2.03342375548695
projector,P R AH JH EH K T ER,8,1,0.125,1.7993405494535817
prolonged,P R AH L AO NG D,7,0,0.0,1.7481880270062005
prominent,P R AA M AH N AH N T,9,0,0.0,2.1172712956557644
promoter,P R AH M OW T ER,7,0,0.0,1.7160033436347992
prone,P R OW N,4,0,0.0,1.968482948553935
prop,P R AA P,4,0,0.0,2.2764618041732443
propeller,P R AH P EH L ER,7,0,0.0,1.8976270912904414
prophet,P R AA F AH T,6,0,0.0,2.436162647040756
prophetic,P R AH F EH T IH K,8,0,0.0,1.3424226808222062
proportion,P R AH P AO R SH AH N,9,1,0.1111111111111111,2.146128035678238
proprietary,P R AH P R AY AH T EH R IY,11,0,0.0,1.380211241711606
proprietor,P R AH P R AY AH T ER,9,0,0.0,1.7853298350107671
propriety,P R AH P R AY AH T IY,9,0,0.0,1.3222192947339193
prospector,P R AO S P EH K T ER,9,1,0.1111111111111111,1.4913616938342726
protestant,P R AA T AH S T AH N T,10,1,0.1,1.8976270912904414
protocol,P R OW T AH K AA L,8,0,0.0,2.583198773968623
proverbial,P R AH V ER B IY AH L,9,0,0.0,1.7323937598229686
province,P R AA V AH N S,7,1,0.14285714285714285,2.214843848047698
provincial,P R AH V IH N SH AH L,9,1,0.1111111111111111,1.6812412373755872
provisional,P R AH V IH ZH AH N AH L,10,1,0.1,1.5797835966168101
proxy,P R AA K S IY,6,1,0.16666666666666666,1.6720978579357175
prudence,P R UW D AH N S,7,1,0.14285714285714285,1.845098040014257
prudent,P R UW D AH N T,7,0,0.0,1.919078092376074
prune,P R UW N,4,0,0.0,1.8808135922807914
pruning,P R UW N IH NG,6,0,0.0,1.414973347970818
psi,S AY,2,1,0.5,1.3979400086720377
psychologist,S AY K AA L AH JH AH S T,10,3,0.3,2.2648178230095364
psychology,S AY K AA L AH JH IY,8,2,0.25,2.4471580313422194
pub,P AH B,3,0,0.0,2.2810333672477277
public,P AH B L IH K,6,0,0.0,3.5594277997594896
publication,P AH B L IH K EY SH AH N,10,1,0.1,1.9590413923210936
publisher,P AH B L IH SH ER,7,1,0.14285714285714285,2.3636119798921444
publishing,P AH B L IH SH IH NG,8,1,0.125,2.290034611362518
puff,P AH F,3,0,0.0,2.357934847000454
pulley,P UH L IY,4,0,0.0,1.3617278360175928
pulmonary,P UH L M AH N EH R IY,9,0,0.0,1.8750612633917
pulp,P AH L P,4,0,0.0,1.9731278535996986
pun,P AH N,3,0,0.0,1.9777236052888478
punchy,P AH N CH IY,5,1,0.2,1.6989700043360187
punt,P AH N T,4,0,0.0,1.5797835966168101
pursue,P ER S UW,4,1,0.25,2.515873843711679
push,P UH SH,3,1,0.3333333333333333,3.5561818466529114
pussycat,P UH S IY K AE T,7,1,0.14285714285714285,2.3891660843645326
put,P UH T,3,0,0.0,4.625847271117809
putt,P AH T,3,0,0.0,1.7708520116421442
putter,P AH T ER,4,0,0.0,1.8512583487190752
putty,P AH T IY,4,0,0.0,1.9731278535996986
puzzled,P AH Z AH L D,6,1,0.16666666666666666,1.8512583487190752
quad,K W AA D,4,0,0.0,1.9030899869919435
quadrant,K W AA D R AH N T,8,0,0.0,2.1583624920952498
quadruple,K W AA D R UW P AH L,9,0,0.0,1.6020599913279623
quail,K W EY L,4,0,0.0,1.8388490907372552
quandary,K W AA N D ER IY,7,0,0.0,1.3424226808222062
quantity,K W AA N T AH T IY,8,0,0.0,1.9822712330395684
quarry,K W AO R IY,5,0,0.0,1.8976270912904414
quart,K W AO R T,5,0,0.0,2.0293837776852097
quarterback,K W AO R T ER B AE K,9,0,0.0,2.387389826338729
quarterly,K W AO R T ER L IY,8,0,0.0,1.662757831681574
quartermaster,K W AO R T ER M AE S T ER,11,1,0.09090909090909091,1.6720978579357175
queer,K W IH R,4,0,0.0,2.4727564493172123
query,K W IY R IY,5,0,0.0,1.4771212547196624
questionnaire,K W EH S CH AH N EH R,9,2,0.2222222222222222,1.6127838567197355
queue,K Y UW,3,0,0.0,1.7853298350107671
quiche,K IY SH,3,1,0.3333333333333333,1.6434526764861874
quince,K W IH N S,5,1,0.2,1.6812412373755872
quiver,K W IH V ER,5,0,0.0,1.380211241711606
rabbi,R AE B AY,4,0,0.0,2.5352941200427703
rabble,R AE B AH L,5,0,0.0,1.7403626894942439
radial,R EY D IY AH L,6,0,0.0,1.414973347970818
radiator,R EY D IY EY T ER,7,0,0.0,2.0170333392987803
radiology,R EY D IY AA L AH JH IY,9,1,0.1111111111111111,2.0170333392987803
radish,R AE D IH SH,5,1,0.2,1.505149978319906
ragtime,R AE G T AY M,6,0,0.0,1.505149978319906
rail,R EY L,3,0,0.0,2.369215857410143
railing,R EY L IH NG,5,0,0.0,1.8808135922807914
railway,R EY L W EY,5,0,0.0,1.9084850188786497
rake,R EY K,3,0,0.0,2.184691430817599
ramp,R AE M P,4,0,0.0,2.1702617153949575
ramrod,R AE M R AA D,6,0,0.0,1.3617278360175928
random,R AE N D AH M,6,0,0.0,2.718501688867274
range,R EY N JH,4,1,0.25,3.065206128054312
rank,R AE NG K,4,0,0.0,2.637489729512511
ranking,R AE NG K IH NG,6,0,0.0,1.8573324964312685
rapper,R AE P ER,4,0,0.0,1.9590413923210936
ratchet,R AE CH AH T,5,1,0.2,1.591064607026499
ratio,R EY SH IY OW,5,1,0.2,2.2174839442139063
ration,R AE SH AH N,5,1,0.2,1.8260748027008264
rationalize,R AE SH AH N AH L AY Z,9,2,0.2222222222222222,1.505149978319906
raven,R EY V AH N,5,0,0.0,2.2041199826559246
rawhide,R AO HH AY D,5,0,0.0,1.7558748556724915
razor,R EY Z ER,4,1,0.25,2.546542663478131
reaction,R IY AE K SH AH N,7,1,0.14285714285714285,2.919601023784111
readout,R IY D AW T,5,0,0.0,1.5563025007672873
realm,R EH L M,4,0,0.0,2.3783979009481375
realty,R IY AH L T IY,6,0,0.0,1.414973347970818
rear,R IH R,3,0,0.0,2.8027737252919755
reassign,R IY AH S AY N,6,1,0.16666666666666666,1.4471580313422192
recall,R IY K AO L,5,0,0.0,3.0017337128090005
recap,R IY K AE P,5,0,0.0,1.6532125137753437
receiver,R AH S IY V ER,6,1,0.16666666666666666,2.1818435879447726
recent,R IY S AH N T,6,1,0.16666666666666666,2.8260748027008264
receptacle,R AH S EH P T AH K AH L,10,1,0.1,1.3617278360175928
receptionist,R IH S EH P SH AH N IH S T,11,3,0.2727272727272727,1.9912260756924949
reciprocal,R IH S IH P R AH K AH L,10,1,0.1,1.380211241711606
recital,R AH S AY T AH L,7,1,0.14285714285714285,2.1789769472931693
recitation,R EH S AH T EY SH AH N,9,2,0.2222222222222222,1.3979400086720377
recite,R AH S AY T,5,1,0.2,2.187520720836463
reckon,R EH K AH N,5,0,0.0,2.775974331129369
recollect,R EH K AH L EH K T,8,0,0.0,1.7403626894942439
recollection,R EH K AH L EH K SH AH N,10,1,0.1,1.9084850188786497
reconciliation,R EH K AH N S IH L IY EY SH AH N,13,2,0.15384615384615385,1.724275869600789
reconfigure,R IY K AH N F IH G Y ER,10,0,0.0,1.4313637641589874
reconvene,R IY K AH N V IY N,8,0,0.0,1.505149978319906
recording,R AH K AO R D IH NG,8,0,0.0,2.8744818176994666
recount,R IH K AW N T,6,0,0.0,1.5797835966168101
recourse,R IY K AO R S,6,1,0.16666666666666666,1.591064607026499
recruitment,R AH K R UW T M AH N T,10,0,0.0,1.6334684555795864
rectangular,R EH K T AE NG G Y AH L ER,11,0,0.0,1.3617278360175928
recycled,R IY S AY K AH L D,8,1,0.125,1.6434526764861874
reduce,R AH D UW S,5,1,0.2,2.342422680822206
reduction,R AH D AH K SH AH N,8,1,0.125,1.9493900066449128
reel,R IY L,3,0,0.0,2.2227164711475833
reelection,R IY IH L EH K SH AH N,9,1,0.1111111111111111,1.505149978319906
reenactment,R IY IH N AE K T M AH N T,11,0,0.0,1.6720978579357175
reentry,R IY IH N T R IY,7,0,0.0,1.5797835966168101
ref,R EH F,3,0,0.0,2.113943352306837
refer,R AH F ER,4,0,0.0,2.574031267727719
referee,R EH F ER IY,5,0,0.0,2.2648178230095364
refill,R IY F IH L,5,0,0.0,2.155336037465062
refine,R AH F AY N,5,0,0.0,1.3617278360175928
refinery,R IH F AY N ER IY,7,0,0.0,1.6989700043360187
refrain,R IH F R EY N,6,0,0.0,2.0211892990699383
refugee,R EH F Y UW JH IY,7,1,0.14285714285714285,1.99563519459755
regatta,R IH G AA T AH,6,0,0.0,1.462397997898956
regimen,R EH JH AH M AH N,7,1,0.14285714285714285,1.6127838567197355
regiment,R EH JH AH M AH N T,8,1,0.125,2.3944516808262164
regimental,R EH JH AH M EH N T AH L,10,1,0.1,1.7708520116421442
region,R IY JH AH N,5,1,0.2,2.4099331233312946
register,R EH JH IH S T ER,7,2,0.2857142857142857,2.749736315569061
registrar,R EH JH IH S T R AA R,9,2,0.2222222222222222,1.4471580313422192
registration,R EH JH IH S T R EY SH AH N,11,3,0.2727272727272727,2.5237464668115646
registry,R EH JH IH S T R IY,8,2,0.25,1.8195439355418688
regroup,R IY G R UW P,6,0,0.0,1.863322860120456
regulate,R EH G Y AH L EY T,8,0,0.0,1.6020599913279623
regulator,R EH G Y AH L EY T ER,9,0,0.0,1.6232492903979006
rehabilitation,R IY HH AH B IH L AH T EY SH AH N,13,1,0.07692307692307693,1.919078092376074
rehearse,R IY HH ER S,5,1,0.2,2.3636119798921444
reign,R EY N,3,0,0.0,2.2041199826559246
reigning,R EY N IH NG,5,0,0.0,1.6020599913279623
rein,R EY N,3,0,0.0,1.6020599913279623
reinforcement,R IY IH N F AO R S M AH N T,12,1,0.08333333333333333,1.6532125137753437
reins,R EY N Z,4,1,0.25,1.8750612633917
reinstate,R IY IH N S T EY T,8,1,0.125,1.6989700043360187
reiterate,R IY IH T ER EY T,7,0,0.0,1.5314789170422551
relay,R IY L EY,4,0,0.0,2.184691430817599
relish,R EH L IH SH,5,1,0.2,1.9867717342662448
reload,R IY L OW D,5,0,0.0,1.8573324964312685
relocation,R IY L OW K EY SH AH N,9,1,0.1111111111111111,1.6020599913279623
remaining,R IH M EY N IH NG,7,0,0.0,2.537819095073274
remake,R IY M EY K,5,0,0.0,1.724275869600789
remark,R IH M AA R K,6,0,0.0,2.3521825181113627
remind,R IY M AY N D,6,0,0.0,3.2750808984568587
remission,R IY M IH SH AH N,7,1,0.14285714285714285,1.662757831681574
remote,R IH M OW T,5,0,0.0,2.8536982117761744
remover,R IH M UW V ER,6,0,0.0,1.5314789170422551
render,R EH N D ER,5,0,0.0,2.0170333392987803
rendition,R EH N D IH SH AH N,8,1,0.125,1.3617278360175928
rental,R EH N T AH L,6,0,0.0,2.392696953259666
rep,R EH P,3,0,0.0,2.4216039268698313
repaint,R IY P EY N T,6,0,0.0,1.380211241711606
repair,R IH P EH R,5,0,0.0,2.6541765418779604
repairman,R IH P EH R M AE N,8,0,0.0,1.7403626894942439
repay,R IY P EY,4,0,0.0,2.424881636631067
repeat,R IH P IY T,5,0,0.0,3.2265999052073573
repentant,R IH P EH N T AH N T,9,0,0.0,1.1139433523068367
repertoire,R EH P ER T W AA R,8,0,0.0,1.380211241711606
repetition,R EH P AH T IH SH AH N,9,1,0.1111111111111111,1.5563025007672873
rephrase,R IY F R EY Z,6,1,0.16666666666666666,1.9294189257142926
replacement,R IH P L EY S M AH N T,10,1,0.1,2.5024271199844326
replica,R EH P L IH K AH,7,0,0.0,1.7558748556724915
replicate,R EH P L AH K EY T,8,0,0.0,1.5797835966168101
report,R IY P AO R T,6,0,0.0,3.7410727723733213
reporter,R IH P AO R T ER,7,0,0.0,3.017450729510536
repose,R IY P OW Z,5,1,0.2,1.4771212547196624
reposition,R IY P AH Z IH SH AH N,9,2,0.2222222222222222,1.4471580313422192
represent,R EH P R AH Z EH N T,9,1,0.1111111111111111,2.8887409606828927
representation,R EH P R AH Z EH N T EY SH AH N,13,2,0.15384615384615385,2.1072099696478683
representative,R EH P R AH Z EH N T AH T IH V,13,1,0.07692307692307693,2.432969290874406
reprieve,R IY P R IY V,6,0,0.0,1.7160033436347992
reproach,R IY P R OW CH,6,1,0.16666666666666666,1.380211241711606
republic,R IY P AH B L AH K,8,0,0.0,2.4578818967339924
reputed,R IH P Y UW T IH D,8,0,0.0,1.5185139398778875
require,R IY K W AY ER,6,0,0.0,2.734799829588847
requirement,R IH K W AY R M AH N T,10,0,0.0,1.8692317197309762
reread,R IY R IY D,5,0,0.0,1.380211241711606
rerun,R IY R AH N,5,0,0.0,1.6812412373755872
reservation,R EH Z ER V EY SH AH N,9,2,0.2222222222222222,2.7218106152125467
reservoir,R EH Z AH V W AA R,8,1,0.125,1.9822712330395684
reset,R IY S EH T,5,1,0.2,2.2174839442139063
residency,R EH Z IH D AH N S IY,9,2,0.2222222222222222,2.0
residual,R IH Z IH JH UW AH L,8,2,0.25,1.8129133566428555
resin,R EH Z AH N,5,1,0.2,1.4913616938342726
restock,R IY S T AA K,6,1,0.16666666666666666,1.380211241711606
resume,R IH Z UW M,5,1,0.2,2.4638929889859074
retail,R IY T EY L,5,0,0.0,2.0755469613925306
rethink,R IY TH IH NG K,6,0,0.0,1.9590413923210936
retrace,R IY T R EY S,6,1,0.16666666666666666,1.5563025007672873
retract,R IY T R AE K T,7,0,0.0,1.8750612633917
retraction,R IY T R AE K SH AH N,9,1,0.1111111111111111,1.7160033436347992
retreat,R IY T R IY T,6,0,0.0,2.6857417386022635
retrieval,R IH T R IY V AH L,8,0,0.0,1.7634279935629373
retriever,R IY T R IY V ER,7,0,0.0,1.591064607026499
retroactive,R EH T R OW AE K T IH V,10,0,0.0,1.3222192947339193
rev,R EH V,3,0,0.0,2.3180633349627615
revel,R EH V AH L,5,0,0.0,1.6232492903979006
reverend,R EH V ER AH N D,7,0,0.0,2.984077033902831
reverent,R EH V ER AH N T,7,0,0.0,1.0791812460476249
